"Date","Day","Month","Year","Transect","East","West","Offshore_Inshore"
2004-02-19,19,2,2004,"EvansHead",28.2213999938965,28.0617998504639,0.159600143432602
2004-02-19,19,2,2004,"NorthSolitary",28.5304000854492,26.509999593099,2.0204004923502
2004-02-20,20,2,2004,"CapeByron",28.7292000579834,27.4190000152588,1.3102000427246
2004-02-20,20,2,2004,"DiamondHead",27.167646856869,25.173999786377,1.993647070492
2004-02-20,20,2,2004,"EvansHead",27.3449993133545,27.4061905088879,-0.0611911955334001
2004-02-20,20,2,2004,"NorthSolitary",NA,26.1164001464844,NA
2004-02-21,21,2,2004,"CapeByron",NA,NA,NA
2004-02-21,21,2,2004,"DiamondHead",NA,NA,NA
2004-02-21,21,2,2004,"EvansHead",NA,NA,NA
2004-02-21,21,2,2004,"NorthSolitary",NA,NA,NA
2004-02-22,22,2,2004,"CapeByron",NA,NA,NA
2004-02-22,22,2,2004,"DiamondHead",NA,26.3480003356934,NA
2004-02-22,22,2,2004,"EvansHead",NA,NA,NA
2004-02-22,22,2,2004,"NorthSolitary",NA,NA,NA
2004-02-23,23,2,2004,"CapeByron",NA,27.9285999298096,NA
2004-02-23,23,2,2004,"DiamondHead",NA,NA,NA
2004-02-23,23,2,2004,"EvansHead",NA,23.3249998092651,NA
2004-02-23,23,2,2004,"NorthSolitary",NA,NA,NA
2004-02-24,24,2,2004,"CapeByron",NA,NA,NA
2004-02-24,24,2,2004,"DiamondHead",NA,NA,NA
2004-02-24,24,2,2004,"EvansHead",NA,NA,NA
2004-02-24,24,2,2004,"NorthSolitary",NA,NA,NA
2004-02-25,25,2,2004,"CapeByron",25.0671051426938,25.7093749046326,-0.642269761938799
2004-02-25,25,2,2004,"DiamondHead",NA,NA,NA
2004-02-25,25,2,2004,"EvansHead",NA,NA,NA
2004-02-25,25,2,2004,"NorthSolitary",NA,NA,NA
2004-02-26,26,2,2004,"CapeByron",NA,25.5589996337891,NA
2004-02-26,26,2,2004,"DiamondHead",NA,NA,NA
2004-02-26,26,2,2004,"EvansHead",24.5599994659424,25.7181999969482,-1.1582005310058
2004-02-26,26,2,2004,"NorthSolitary",24.8009998321533,24.8216667175293,-0.0206668853760021
2004-02-27,27,2,2004,"CapeByron",25.8350001743862,26.1144000244141,-0.2793998500279
2004-02-27,27,2,2004,"DiamondHead",24.1700000762939,23.1583334604899,1.011666615804
2004-02-27,27,2,2004,"EvansHead",25.9536002349854,25.1799999237061,0.773600311279303
2004-02-27,27,2,2004,"NorthSolitary",24.9071999359131,25.0781999206543,-0.170999984741201
2004-02-28,28,2,2004,"CapeByron",25.2352935566622,25.6499996185303,-0.414706061868099
2004-02-28,28,2,2004,"DiamondHead",24.0715789794922,23.4927775065104,0.578801472981802
2004-02-28,28,2,2004,"EvansHead",NA,25.5843996429443,NA
2004-02-28,28,2,2004,"NorthSolitary",23.5725002288818,NA,NA
2004-02-29,29,2,2004,"CapeByron",NA,NA,NA
2004-02-29,29,2,2004,"DiamondHead",NA,NA,NA
2004-02-29,29,2,2004,"EvansHead",26.2450008392334,NA,NA
2004-02-29,29,2,2004,"NorthSolitary",NA,NA,NA
2004-03-01,1,3,2004,"CapeByron",NA,NA,NA
2004-03-01,1,3,2004,"DiamondHead",NA,NA,NA
2004-03-01,1,3,2004,"EvansHead",NA,NA,NA
2004-03-01,1,3,2004,"NorthSolitary",NA,NA,NA
2004-03-02,2,3,2004,"CapeByron",23.4249992370605,23.3824996948242,0.0424995422362997
2004-03-02,2,3,2004,"DiamondHead",NA,23.1757692190317,NA
2004-03-02,2,3,2004,"EvansHead",24.8964705747717,NA,NA
2004-03-02,2,3,2004,"NorthSolitary",22.4850006103516,NA,NA
2004-03-03,3,3,2004,"CapeByron",NA,25.6014995574951,NA
2004-03-03,3,3,2004,"DiamondHead",NA,NA,NA
2004-03-03,3,3,2004,"EvansHead",NA,NA,NA
2004-03-03,3,3,2004,"NorthSolitary",25.20583375295,NA,NA
2004-03-04,4,3,2004,"CapeByron",25.4915998077393,25.7819051288423,-0.290305321103002
2004-03-04,4,3,2004,"DiamondHead",NA,24.9865998840332,NA
2004-03-04,4,3,2004,"EvansHead",25.6902000427246,25.8306000518799,-0.1404000091553
2004-03-04,4,3,2004,"NorthSolitary",NA,NA,NA
2004-03-05,5,3,2004,"CapeByron",NA,NA,NA
2004-03-05,5,3,2004,"DiamondHead",NA,NA,NA
2004-03-05,5,3,2004,"EvansHead",NA,NA,NA
2004-03-05,5,3,2004,"NorthSolitary",NA,NA,NA
2004-03-06,6,3,2004,"CapeByron",25.5750007629395,25.3099994659424,0.265001296997099
2004-03-06,6,3,2004,"DiamondHead",NA,NA,NA
2004-03-06,6,3,2004,"EvansHead",25.0677778455946,NA,NA
2004-03-06,6,3,2004,"NorthSolitary",24.6567998504639,24.5849999745687,0.0717998758952021
2004-03-07,7,3,2004,"CapeByron",26.495,26.1565999603271,0.338400039672901
2004-03-07,7,3,2004,"DiamondHead",NA,24.4759999084473,NA
2004-03-07,7,3,2004,"EvansHead",25.942777633667,NA,NA
2004-03-07,7,3,2004,"NorthSolitary",NA,24.8946000671387,NA
2004-03-08,8,3,2004,"CapeByron",NA,NA,NA
2004-03-08,8,3,2004,"DiamondHead",NA,NA,NA
2004-03-08,8,3,2004,"EvansHead",NA,NA,NA
2004-03-08,8,3,2004,"NorthSolitary",NA,NA,NA
2004-03-09,9,3,2004,"CapeByron",27.1220001220703,27.0025999450684,0.1194001770019
2004-03-09,9,3,2004,"DiamondHead",25.0121999359131,25.0940000915527,-0.081800155639602
2004-03-09,9,3,2004,"EvansHead",26.8975999450684,26.6638000488281,0.233799896240299
2004-03-09,9,3,2004,"NorthSolitary",26.7414001464844,26.0528000640869,0.6886000823975
2004-03-10,10,3,2004,"CapeByron",NA,NA,NA
2004-03-10,10,3,2004,"DiamondHead",NA,NA,NA
2004-03-10,10,3,2004,"EvansHead",NA,NA,NA
2004-03-10,10,3,2004,"NorthSolitary",NA,NA,NA
2004-03-11,11,3,2004,"CapeByron",NA,NA,NA
2004-03-11,11,3,2004,"DiamondHead",NA,NA,NA
2004-03-11,11,3,2004,"EvansHead",NA,NA,NA
2004-03-11,11,3,2004,"NorthSolitary",NA,NA,NA
2004-03-12,12,3,2004,"CapeByron",25.053333123525,25.3300003051758,-0.276667181650801
2004-03-12,12,3,2004,"DiamondHead",NA,NA,NA
2004-03-12,12,3,2004,"EvansHead",NA,NA,NA
2004-03-12,12,3,2004,"NorthSolitary",25.1916664971246,24.7797725850886,0.411893912036
2004-03-13,13,3,2004,"CapeByron",27.2296002197266,27.3456001281738,-0.115999908447201
2004-03-13,13,3,2004,"DiamondHead",NA,NA,NA
2004-03-13,13,3,2004,"EvansHead",26.9518000030518,26.0723999786377,0.8794000244141
2004-03-13,13,3,2004,"NorthSolitary",25.978399887085,25.4121997070312,0.566200180053801
2004-03-14,14,3,2004,"CapeByron",NA,NA,NA
2004-03-14,14,3,2004,"DiamondHead",NA,NA,NA
2004-03-14,14,3,2004,"EvansHead",26.375,NA,NA
2004-03-14,14,3,2004,"NorthSolitary",NA,NA,NA
2004-03-15,15,3,2004,"CapeByron",25.6625000635783,26.7892498970032,-1.1267498334249
2004-03-15,15,3,2004,"DiamondHead",NA,NA,NA
2004-03-15,15,3,2004,"EvansHead",NA,25.5586667378744,NA
2004-03-15,15,3,2004,"NorthSolitary",NA,NA,NA
2004-03-16,16,3,2004,"CapeByron",25.8918750286102,26.0650005340576,-0.173125505447398
2004-03-16,16,3,2004,"DiamondHead",25.5926312898335,25.0285294476677,0.564101842165798
2004-03-16,16,3,2004,"EvansHead",26.1128262229588,26.2585710797991,-0.145744856840299
2004-03-16,16,3,2004,"NorthSolitary",25.8325000490461,26.1409522465297,-0.3084521974836
2004-03-17,17,3,2004,"CapeByron",NA,NA,NA
2004-03-17,17,3,2004,"DiamondHead",NA,NA,NA
2004-03-17,17,3,2004,"EvansHead",NA,NA,NA
2004-03-17,17,3,2004,"NorthSolitary",NA,NA,NA
2004-03-18,18,3,2004,"CapeByron",26.5569999694824,26.5189131031866,0.0380868662958029
2004-03-18,18,3,2004,"DiamondHead",NA,NA,NA
2004-03-18,18,3,2004,"EvansHead",26.8581251303355,27.0902001190186,-0.232074988683099
2004-03-18,18,3,2004,"NorthSolitary",NA,NA,NA
2004-03-19,19,3,2004,"CapeByron",25.7071054358231,26.2136000061035,-0.506494570280402
2004-03-19,19,3,2004,"DiamondHead",25.3687499364217,NA,NA
2004-03-19,19,3,2004,"EvansHead",NA,26.2227778964572,NA
2004-03-19,19,3,2004,"NorthSolitary",26.6448000335693,25.9246001434326,0.720199890136701
2004-03-20,20,3,2004,"CapeByron",NA,25.2012500762939,NA
2004-03-20,20,3,2004,"DiamondHead",24.9242000579834,25.6459087892012,-0.721708731217802
2004-03-20,20,3,2004,"EvansHead",NA,NA,NA
2004-03-20,20,3,2004,"NorthSolitary",26.0563043511432,25.909400100708,0.146904250435199
2004-03-21,21,3,2004,"CapeByron",NA,NA,NA
2004-03-21,21,3,2004,"DiamondHead",NA,NA,NA
2004-03-21,21,3,2004,"EvansHead",NA,23.7950005531311,NA
2004-03-21,21,3,2004,"NorthSolitary",26.2403571265084,24.1083335876465,2.1320235388619
2004-03-22,22,3,2004,"CapeByron",NA,NA,NA
2004-03-22,22,3,2004,"DiamondHead",25.0257998657227,NA,NA
2004-03-22,22,3,2004,"EvansHead",NA,NA,NA
2004-03-22,22,3,2004,"NorthSolitary",26,NA,NA
2004-03-23,23,3,2004,"CapeByron",NA,NA,NA
2004-03-23,23,3,2004,"DiamondHead",NA,NA,NA
2004-03-23,23,3,2004,"EvansHead",NA,NA,NA
2004-03-23,23,3,2004,"NorthSolitary",NA,NA,NA
2004-03-24,24,3,2004,"CapeByron",NA,NA,NA
2004-03-24,24,3,2004,"DiamondHead",NA,NA,NA
2004-03-24,24,3,2004,"EvansHead",NA,NA,NA
2004-03-24,24,3,2004,"NorthSolitary",NA,NA,NA
2004-03-25,25,3,2004,"CapeByron",24.9835997772217,24.7585415840149,0.225058193206799
2004-03-25,25,3,2004,"DiamondHead",24.3715998840332,24.4916000366211,-0.120000152587902
2004-03-25,25,3,2004,"EvansHead",24.4274997711182,24.5916665395101,-0.164166768391901
2004-03-25,25,3,2004,"NorthSolitary",25.4573076688326,24.9465998077393,0.510707861093298
2004-03-26,26,3,2004,"CapeByron",NA,25.1093999481201,NA
2004-03-26,26,3,2004,"DiamondHead",24.6840002441406,24.5448001861572,0.139200057983398
2004-03-26,26,3,2004,"EvansHead",25.2756001281738,25.1197998809814,0.155800247192399
2004-03-26,26,3,2004,"NorthSolitary",27.1159999084473,25.3025998687744,1.8134000396729
2004-03-27,27,3,2004,"CapeByron",24.1240001678467,24.9449998474121,-0.8209996795654
2004-03-27,27,3,2004,"DiamondHead",24.7515998840332,24.6897999572754,0.0617999267578
2004-03-27,27,3,2004,"EvansHead",25.0985999298096,24.9352000427246,0.163399887084999
2004-03-27,27,3,2004,"NorthSolitary",25.9662002563477,24.4717855453491,1.4944147109986
2004-03-28,28,3,2004,"CapeByron",NA,NA,NA
2004-03-28,28,3,2004,"DiamondHead",23.1399993896484,23.9699997901917,-0.830000400543302
2004-03-28,28,3,2004,"EvansHead",NA,NA,NA
2004-03-28,28,3,2004,"NorthSolitary",NA,NA,NA
2004-03-29,29,3,2004,"CapeByron",24.1735709054129,NA,NA
2004-03-29,29,3,2004,"DiamondHead",22.5799999237061,NA,NA
2004-03-29,29,3,2004,"EvansHead",NA,NA,NA
2004-03-29,29,3,2004,"NorthSolitary",NA,NA,NA
2004-03-30,30,3,2004,"CapeByron",25.5018000030518,25.9970000457764,-0.495200042724598
2004-03-30,30,3,2004,"DiamondHead",23.7473682604338,24.0754000854492,-0.328031825015401
2004-03-30,30,3,2004,"EvansHead",26.2466000366211,25.9337998962402,0.312800140380901
2004-03-30,30,3,2004,"NorthSolitary",25.92,24.3279999542236,1.5920000457764
2004-03-31,31,3,2004,"CapeByron",24.9569999694824,NA,NA
2004-03-31,31,3,2004,"DiamondHead",23.9049999237061,23.9439993540446,-0.0389994303384995
2004-03-31,31,3,2004,"EvansHead",22.5329545627941,24.3536003112793,-1.8206457484852
2004-03-31,31,3,2004,"NorthSolitary",NA,NA,NA
2004-04-01,1,4,2004,"CapeByron",24.7730001068115,24.5787997436523,0.194200363159201
2004-04-01,1,4,2004,"DiamondHead",25.0984000396729,25.8803998565674,-0.781999816894501
2004-04-01,1,4,2004,"EvansHead",25.3106001281738,24.2737998962402,1.0368002319336
2004-04-01,1,4,2004,"NorthSolitary",25.9132000732422,25.0090000915527,0.904199981689501
2004-04-02,2,4,2004,"CapeByron",NA,NA,NA
2004-04-02,2,4,2004,"DiamondHead",NA,NA,NA
2004-04-02,2,4,2004,"EvansHead",NA,NA,NA
2004-04-02,2,4,2004,"NorthSolitary",NA,NA,NA
2004-04-03,3,4,2004,"CapeByron",25.1812499364217,25.1302000427246,0.0510498936971011
2004-04-03,3,4,2004,"DiamondHead",NA,NA,NA
2004-04-03,3,4,2004,"EvansHead",25.7399999955121,25.2095454822887,0.5304545132234
2004-04-03,3,4,2004,"NorthSolitary",25.5849990844727,24.7040908986872,0.880908185785501
