"Date","Day","Month","Year","Transect","East","West","Offshore_Inshore"
2004-01-31,31,1,2004,"NorthSolitary",25.8565999603271,23.5368000030518,2.3197999572753
2004-02-01,1,2,2004,"CapeByron",27.9949995676676,24.3009375333786,3.694062034289
2004-02-01,1,2,2004,"DiamondHead",NA,25.5450000762939,NA
2004-02-01,1,2,2004,"EvansHead",24.9267999267578,25.3129997253418,-0.386199798584002
2004-02-01,1,2,2004,"NorthSolitary",27.1856001281738,24.545599899292,2.6400002288818
2004-02-02,2,2,2004,"CapeByron",NA,NA,NA
2004-02-02,2,2,2004,"DiamondHead",NA,NA,NA
2004-02-02,2,2,2004,"EvansHead",NA,NA,NA
2004-02-02,2,2,2004,"NorthSolitary",NA,NA,NA
2004-02-03,3,2,2004,"CapeByron",NA,NA,NA
2004-02-03,3,2,2004,"DiamondHead",24.2800006866455,NA,NA
2004-02-03,3,2,2004,"EvansHead",NA,NA,NA
2004-02-03,3,2,2004,"NorthSolitary",NA,NA,NA
2004-02-04,4,2,2004,"CapeByron",NA,NA,NA
2004-02-04,4,2,2004,"DiamondHead",25.9935292636647,24.3266666049049,1.6668626587598
2004-02-04,4,2,2004,"EvansHead",26.7382140840803,23.3856000518799,3.3526140322004
2004-02-04,4,2,2004,"NorthSolitary",24.5371427990141,23.8725998687744,0.664542930239698
2004-02-05,5,2,2004,"CapeByron",NA,NA,NA
2004-02-05,5,2,2004,"DiamondHead",NA,NA,NA
2004-02-05,5,2,2004,"EvansHead",NA,NA,NA
2004-02-05,5,2,2004,"NorthSolitary",NA,NA,NA
2004-02-06,6,2,2004,"CapeByron",26.7000002861023,24.5380001068115,2.1620001792908
2004-02-06,6,2,2004,"DiamondHead",27.5389998626709,NA,NA
2004-02-06,6,2,2004,"EvansHead",NA,NA,NA
2004-02-06,6,2,2004,"NorthSolitary",27.4468000793457,NA,NA
2004-02-07,7,2,2004,"CapeByron",NA,26.2748000335693,NA
2004-02-07,7,2,2004,"DiamondHead",27.0458003234863,NA,NA
2004-02-07,7,2,2004,"EvansHead",27.026799697876,23.9699996185303,3.0568000793457
2004-02-07,7,2,2004,"NorthSolitary",25.8908000183105,24.4933999633789,1.3974000549316
2004-02-08,8,2,2004,"CapeByron",NA,NA,NA
2004-02-08,8,2,2004,"DiamondHead",NA,25.4263999938965,NA
2004-02-08,8,2,2004,"EvansHead",NA,NA,NA
2004-02-08,8,2,2004,"NorthSolitary",NA,NA,NA
2004-02-09,9,2,2004,"CapeByron",27.9241998291016,25.1403997802734,2.7838000488282
2004-02-09,9,2,2004,"DiamondHead",25.1574001312256,22.5841668446859,2.5732332865397
2004-02-09,9,2,2004,"EvansHead",26.9464000701904,24.5241999816895,2.4222000885009
2004-02-09,9,2,2004,"NorthSolitary",22.5534782409668,24.4440000152588,-1.890521774292
2004-02-10,10,2,2004,"CapeByron",28.4098001861572,26.1426000213623,2.2672001647949
2004-02-10,10,2,2004,"DiamondHead",25.8009998321533,25.7544000244141,0.0465998077391987
2004-02-10,10,2,2004,"EvansHead",27.8024002838135,25.2313045833422,2.5710957004713
2004-02-10,10,2,2004,"NorthSolitary",25.7867999267578,25.1356000518799,0.6511998748779
2004-02-11,11,2,2004,"CapeByron",28.3030001831055,26.1234000396729,2.1796001434326
2004-02-11,11,2,2004,"DiamondHead",23.1756002044678,21.6776666005452,1.4979336039226
2004-02-11,11,2,2004,"EvansHead",28.4150000762939,24.1180000305176,4.2970000457763
2004-02-11,11,2,2004,"NorthSolitary",26.4370001983643,24.3984000396729,2.0386001586914
2004-02-12,12,2,2004,"CapeByron",28.196600112915,26.9892002868652,1.2073998260498
2004-02-12,12,2,2004,"DiamondHead",25.6344000244141,25.7658003234863,-0.131400299072201
2004-02-12,12,2,2004,"EvansHead",28.4189998626709,23.338999786377,5.0800000762939
2004-02-12,12,2,2004,"NorthSolitary",26.3399996757507,NA,NA
2004-02-13,13,2,2004,"CapeByron",28.1006001281738,26.9646002197266,1.1359999084472
2004-02-13,13,2,2004,"DiamondHead",25.7102000427246,26.0064000701904,-0.296200027465797
2004-02-13,13,2,2004,"EvansHead",28.1261999511719,23.1038001251221,5.0223998260498
2004-02-13,13,2,2004,"NorthSolitary",25.0851998138428,21.8693747520447,3.2158250617981
2004-02-14,14,2,2004,"CapeByron",NA,NA,NA
2004-02-14,14,2,2004,"DiamondHead",NA,NA,NA
2004-02-14,14,2,2004,"EvansHead",NA,NA,NA
2004-02-14,14,2,2004,"NorthSolitary",NA,NA,NA
2004-02-15,15,2,2004,"CapeByron",28.2028574262347,NA,NA
2004-02-15,15,2,2004,"DiamondHead",NA,NA,NA
2004-02-15,15,2,2004,"EvansHead",NA,NA,NA
2004-02-15,15,2,2004,"NorthSolitary",NA,NA,NA
2004-02-16,16,2,2004,"CapeByron",NA,NA,NA
2004-02-16,16,2,2004,"DiamondHead",24.3789582252502,NA,NA
2004-02-16,16,2,2004,"EvansHead",NA,NA,NA
2004-02-16,16,2,2004,"NorthSolitary",NA,24.2250003814697,NA
2004-02-17,17,2,2004,"CapeByron",NA,NA,NA
2004-02-17,17,2,2004,"DiamondHead",NA,25.1043999481201,NA
2004-02-17,17,2,2004,"EvansHead",NA,NA,NA
2004-02-17,17,2,2004,"NorthSolitary",NA,24.3691666126251,NA
2004-02-18,18,2,2004,"CapeByron",27.160599822998,27.0900002288818,0.070599594116203
2004-02-18,18,2,2004,"DiamondHead",NA,NA,NA
2004-02-18,18,2,2004,"EvansHead",27.1443998718262,26.4606000518799,0.683799819946298
2004-02-18,18,2,2004,"NorthSolitary",27.8509999847412,25.0233997344971,2.8276002502441
2004-02-19,19,2,2004,"CapeByron",27.749400177002,28.2711998748779,-0.521799697875903
2004-02-19,19,2,2004,"DiamondHead",25.6669998931885,25.8679999542236,-0.201000061035099
2004-02-19,19,2,2004,"EvansHead",28.2213999938965,25.7695999145508,2.4518000793457
2004-02-19,19,2,2004,"NorthSolitary",28.5304000854492,26.9599990844727,1.5704010009765
2004-02-20,20,2,2004,"CapeByron",28.7292000579834,27.2676000213623,1.4616000366211
2004-02-20,20,2,2004,"DiamondHead",27.167646856869,25.1256000518799,2.0420468049891
2004-02-20,20,2,2004,"EvansHead",27.3449993133545,26.2519999694824,1.0929993438721
2004-02-20,20,2,2004,"NorthSolitary",NA,24.7849998474121,NA
2004-02-21,21,2,2004,"CapeByron",NA,NA,NA
2004-02-21,21,2,2004,"DiamondHead",NA,NA,NA
2004-02-21,21,2,2004,"EvansHead",NA,NA,NA
2004-02-21,21,2,2004,"NorthSolitary",NA,NA,NA
2004-02-22,22,2,2004,"CapeByron",NA,NA,NA
2004-02-22,22,2,2004,"DiamondHead",NA,26.4324998855591,NA
2004-02-22,22,2,2004,"EvansHead",NA,NA,NA
2004-02-22,22,2,2004,"NorthSolitary",NA,NA,NA
2004-02-23,23,2,2004,"CapeByron",NA,27.2999997138977,NA
2004-02-23,23,2,2004,"DiamondHead",NA,NA,NA
2004-02-23,23,2,2004,"EvansHead",NA,NA,NA
2004-02-23,23,2,2004,"NorthSolitary",NA,NA,NA
2004-02-24,24,2,2004,"CapeByron",NA,NA,NA
2004-02-24,24,2,2004,"DiamondHead",NA,NA,NA
2004-02-24,24,2,2004,"EvansHead",NA,NA,NA
2004-02-24,24,2,2004,"NorthSolitary",NA,NA,NA
2004-02-25,25,2,2004,"CapeByron",25.0671051426938,NA,NA
2004-02-25,25,2,2004,"DiamondHead",NA,NA,NA
2004-02-25,25,2,2004,"EvansHead",NA,NA,NA
2004-02-25,25,2,2004,"NorthSolitary",NA,23.2090910131281,NA
2004-02-26,26,2,2004,"CapeByron",NA,26.2501997375488,NA
2004-02-26,26,2,2004,"DiamondHead",NA,24.2950000762939,NA
2004-02-26,26,2,2004,"EvansHead",24.5599994659424,24.5440000152588,0.0159994506836014
2004-02-26,26,2,2004,"NorthSolitary",24.8009998321533,24.5237500667572,0.2772497653961
2004-02-27,27,2,2004,"CapeByron",25.8350001743862,24.9758002471924,0.859199927193799
2004-02-27,27,2,2004,"DiamondHead",24.1700000762939,23.9535713195801,0.2164287567138
2004-02-27,27,2,2004,"EvansHead",25.9536002349854,24.5254000091553,1.4282002258301
2004-02-27,27,2,2004,"NorthSolitary",24.9071999359131,24.8105999755859,0.0965999603271968
2004-02-28,28,2,2004,"CapeByron",25.2352935566622,25.4135998535156,-0.1783062968534
2004-02-28,28,2,2004,"DiamondHead",24.0715789794922,23.2555000305176,0.816078948974603
2004-02-28,28,2,2004,"EvansHead",NA,24.9821998596191,NA
2004-02-28,28,2,2004,"NorthSolitary",23.5725002288818,NA,NA
2004-02-29,29,2,2004,"CapeByron",NA,26.0062503814697,NA
2004-02-29,29,2,2004,"DiamondHead",NA,21.7649993896484,NA
2004-02-29,29,2,2004,"EvansHead",26.2450008392334,NA,NA
2004-02-29,29,2,2004,"NorthSolitary",NA,NA,NA
2004-03-01,1,3,2004,"CapeByron",NA,NA,NA
2004-03-01,1,3,2004,"DiamondHead",NA,NA,NA
2004-03-01,1,3,2004,"EvansHead",NA,NA,NA
2004-03-01,1,3,2004,"NorthSolitary",NA,NA,NA
2004-03-02,2,3,2004,"CapeByron",23.4249992370605,NA,NA
2004-03-02,2,3,2004,"DiamondHead",NA,24.0982001495361,NA
2004-03-02,2,3,2004,"EvansHead",24.8964705747717,NA,NA
2004-03-02,2,3,2004,"NorthSolitary",22.4850006103516,NA,NA
2004-03-03,3,3,2004,"CapeByron",NA,25.3125001362392,NA
2004-03-03,3,3,2004,"DiamondHead",NA,NA,NA
2004-03-03,3,3,2004,"EvansHead",NA,24.8263996887207,NA
2004-03-03,3,3,2004,"NorthSolitary",25.20583375295,NA,NA
2004-03-04,4,3,2004,"CapeByron",25.4915998077393,26.1591664950053,-0.667566687266003
2004-03-04,4,3,2004,"DiamondHead",NA,24.6823997497559,NA
2004-03-04,4,3,2004,"EvansHead",25.6902000427246,25.1045998382568,0.585600204467802
2004-03-04,4,3,2004,"NorthSolitary",NA,NA,NA
2004-03-05,5,3,2004,"CapeByron",NA,NA,NA
2004-03-05,5,3,2004,"DiamondHead",NA,NA,NA
2004-03-05,5,3,2004,"EvansHead",NA,NA,NA
2004-03-05,5,3,2004,"NorthSolitary",NA,NA,NA
2004-03-06,6,3,2004,"CapeByron",25.5750007629395,NA,NA
2004-03-06,6,3,2004,"DiamondHead",NA,NA,NA
2004-03-06,6,3,2004,"EvansHead",25.0677778455946,NA,NA
2004-03-06,6,3,2004,"NorthSolitary",24.6567998504639,24.0334997177124,0.623300132751503
2004-03-07,7,3,2004,"CapeByron",26.495,NA,NA
2004-03-07,7,3,2004,"DiamondHead",NA,24.4243995666504,NA
2004-03-07,7,3,2004,"EvansHead",25.942777633667,25.0599994659424,0.882778167724599
2004-03-07,7,3,2004,"NorthSolitary",NA,24.5555554495917,NA
2004-03-08,8,3,2004,"CapeByron",NA,NA,NA
2004-03-08,8,3,2004,"DiamondHead",NA,NA,NA
2004-03-08,8,3,2004,"EvansHead",NA,NA,NA
2004-03-08,8,3,2004,"NorthSolitary",NA,NA,NA
2004-03-09,9,3,2004,"CapeByron",27.1220001220703,27.0402000427246,0.081800079345701
2004-03-09,9,3,2004,"DiamondHead",25.0121999359131,25.1073999786377,-0.0952000427246027
2004-03-09,9,3,2004,"EvansHead",26.8975999450684,26.0470001983643,0.850599746704098
2004-03-09,9,3,2004,"NorthSolitary",26.7414001464844,25.5212001037598,1.2202000427246
2004-03-10,10,3,2004,"CapeByron",NA,NA,NA
2004-03-10,10,3,2004,"DiamondHead",NA,NA,NA
2004-03-10,10,3,2004,"EvansHead",NA,NA,NA
2004-03-10,10,3,2004,"NorthSolitary",NA,NA,NA
2004-03-11,11,3,2004,"CapeByron",NA,NA,NA
2004-03-11,11,3,2004,"DiamondHead",NA,NA,NA
2004-03-11,11,3,2004,"EvansHead",NA,NA,NA
2004-03-11,11,3,2004,"NorthSolitary",NA,NA,NA
2004-03-12,12,3,2004,"CapeByron",25.053333123525,NA,NA
2004-03-12,12,3,2004,"DiamondHead",NA,NA,NA
2004-03-12,12,3,2004,"EvansHead",NA,NA,NA
2004-03-12,12,3,2004,"NorthSolitary",25.1916664971246,24.6341999053955,0.557466591729099
2004-03-13,13,3,2004,"CapeByron",27.2296002197266,26.8446000671387,0.385000152587899
2004-03-13,13,3,2004,"DiamondHead",NA,NA,NA
2004-03-13,13,3,2004,"EvansHead",26.9518000030518,25.2800000762939,1.6717999267579
2004-03-13,13,3,2004,"NorthSolitary",25.978399887085,25.3374000549316,0.640999832153401
2004-03-14,14,3,2004,"CapeByron",NA,26.1317644680248,NA
2004-03-14,14,3,2004,"DiamondHead",NA,NA,NA
2004-03-14,14,3,2004,"EvansHead",26.375,NA,NA
2004-03-14,14,3,2004,"NorthSolitary",NA,NA,NA
2004-03-15,15,3,2004,"CapeByron",25.6625000635783,26.8003568649292,-1.1378568013509
2004-03-15,15,3,2004,"DiamondHead",NA,NA,NA
2004-03-15,15,3,2004,"EvansHead",NA,25.4490001678467,NA
2004-03-15,15,3,2004,"NorthSolitary",NA,NA,NA
2004-03-16,16,3,2004,"CapeByron",25.8918750286102,26.1350000169542,-0.243124988344
2004-03-16,16,3,2004,"DiamondHead",25.5926312898335,24.9271052511115,0.665526038722
2004-03-16,16,3,2004,"EvansHead",26.1128262229588,25.6908334891001,0.421992733858701
2004-03-16,16,3,2004,"NorthSolitary",25.8325000490461,25.202916542689,0.6295835063571
2004-03-17,17,3,2004,"CapeByron",NA,NA,NA
2004-03-17,17,3,2004,"DiamondHead",NA,NA,NA
2004-03-17,17,3,2004,"EvansHead",NA,NA,NA
2004-03-17,17,3,2004,"NorthSolitary",NA,NA,NA
2004-03-18,18,3,2004,"CapeByron",26.5569999694824,26.4550000762939,0.101999893188502
2004-03-18,18,3,2004,"DiamondHead",NA,NA,NA
2004-03-18,18,3,2004,"EvansHead",26.8581251303355,26.627200012207,0.230925118128503
2004-03-18,18,3,2004,"NorthSolitary",NA,NA,NA
2004-03-19,19,3,2004,"CapeByron",25.7071054358231,25.8128255761188,-0.105720140295702
2004-03-19,19,3,2004,"DiamondHead",25.3687499364217,NA,NA
2004-03-19,19,3,2004,"EvansHead",NA,25.5010000228882,NA
2004-03-19,19,3,2004,"NorthSolitary",26.6448000335693,25.8026000213623,0.842200012207002
2004-03-20,20,3,2004,"CapeByron",NA,26.2188889185588,NA
2004-03-20,20,3,2004,"DiamondHead",24.9242000579834,24.9974999427795,-0.0732998847960999
2004-03-20,20,3,2004,"EvansHead",NA,NA,NA
2004-03-20,20,3,2004,"NorthSolitary",26.0563043511432,26.0176000976562,0.0387042534870012
2004-03-21,21,3,2004,"CapeByron",NA,NA,NA
2004-03-21,21,3,2004,"DiamondHead",NA,NA,NA
2004-03-21,21,3,2004,"EvansHead",NA,27.2969997406006,NA
2004-03-21,21,3,2004,"NorthSolitary",26.2403571265084,25.2999992370605,0.940357889447899
2004-03-22,22,3,2004,"CapeByron",NA,NA,NA
2004-03-22,22,3,2004,"DiamondHead",25.0257998657227,NA,NA
2004-03-22,22,3,2004,"EvansHead",NA,NA,NA
2004-03-22,22,3,2004,"NorthSolitary",26,NA,NA
2004-03-23,23,3,2004,"CapeByron",NA,NA,NA
2004-03-23,23,3,2004,"DiamondHead",NA,NA,NA
2004-03-23,23,3,2004,"EvansHead",NA,NA,NA
2004-03-23,23,3,2004,"NorthSolitary",NA,NA,NA
2004-03-24,24,3,2004,"CapeByron",NA,NA,NA
2004-03-24,24,3,2004,"DiamondHead",NA,NA,NA
2004-03-24,24,3,2004,"EvansHead",NA,NA,NA
2004-03-24,24,3,2004,"NorthSolitary",NA,NA,NA
2004-03-25,25,3,2004,"CapeByron",24.9835997772217,25.0034000396729,-0.0198002624512021
2004-03-25,25,3,2004,"DiamondHead",24.3715998840332,24.6869445376926,-0.315344653659402
2004-03-25,25,3,2004,"EvansHead",24.4274997711182,24.3866666952769,0.0408330758412987
2004-03-25,25,3,2004,"NorthSolitary",25.4573076688326,24.9376085530157,0.519699115816898
2004-03-26,26,3,2004,"CapeByron",NA,24.9978001403809,NA
2004-03-26,26,3,2004,"DiamondHead",24.6840002441406,24.6483999633789,0.0356002807616989
2004-03-26,26,3,2004,"EvansHead",25.2756001281738,25.1340001678467,0.141599960327099
2004-03-26,26,3,2004,"NorthSolitary",27.1159999084473,25.2276087221892,1.8883911862581
2004-03-27,27,3,2004,"CapeByron",24.1240001678467,25.103399887085,-0.979399719238302
2004-03-27,27,3,2004,"DiamondHead",24.7515998840332,24.6502001190186,0.101399765014602
2004-03-27,27,3,2004,"EvansHead",25.0985999298096,25.0925997924805,0.00600013732909943
2004-03-27,27,3,2004,"NorthSolitary",25.9662002563477,24.7099990844727,1.256201171875
2004-03-28,28,3,2004,"CapeByron",NA,NA,NA
2004-03-28,28,3,2004,"DiamondHead",23.1399993896484,23.9380001068115,-0.798000717163102
2004-03-28,28,3,2004,"EvansHead",NA,NA,NA
2004-03-28,28,3,2004,"NorthSolitary",NA,NA,NA
2004-03-29,29,3,2004,"CapeByron",24.1735709054129,NA,NA
2004-03-29,29,3,2004,"DiamondHead",22.5799999237061,NA,NA
2004-03-29,29,3,2004,"EvansHead",NA,NA,NA
2004-03-29,29,3,2004,"NorthSolitary",NA,23.6399993896484,NA
2004-03-30,30,3,2004,"CapeByron",25.5018000030518,25.825599899292,-0.3237998962402
2004-03-30,30,3,2004,"DiamondHead",23.7473682604338,24.0066002655029,-0.259232005069101
2004-03-30,30,3,2004,"EvansHead",26.2466000366211,25.6347055996166,0.611894437004501
2004-03-30,30,3,2004,"NorthSolitary",25.92,24.293399887085,1.626600112915
2004-03-31,31,3,2004,"CapeByron",24.9569999694824,15.613846045274,9.3431539242084
2004-03-31,31,3,2004,"DiamondHead",23.9049999237061,NA,NA
2004-03-31,31,3,2004,"EvansHead",22.5329545627941,24.5426000213623,-2.0096454585682
2004-03-31,31,3,2004,"NorthSolitary",NA,NA,NA
2004-04-01,1,4,2004,"CapeByron",24.7730001068115,24.5830001831055,0.189999923706001
2004-04-01,1,4,2004,"DiamondHead",25.0984000396729,26.3053999328613,-1.2069998931884
2004-04-01,1,4,2004,"EvansHead",25.3106001281738,22.6041998291016,2.7064002990722
2004-04-01,1,4,2004,"NorthSolitary",25.9132000732422,24.6454000091553,1.2678000640869
2004-04-02,2,4,2004,"CapeByron",NA,NA,NA
2004-04-02,2,4,2004,"DiamondHead",NA,NA,NA
2004-04-02,2,4,2004,"EvansHead",NA,NA,NA
2004-04-02,2,4,2004,"NorthSolitary",NA,NA,NA
2004-04-03,3,4,2004,"CapeByron",25.1812499364217,25.2581999206543,-0.0769499842325985
2004-04-03,3,4,2004,"DiamondHead",NA,NA,NA
2004-04-03,3,4,2004,"EvansHead",25.7399999955121,25.0042103215268,0.735789673985302
2004-04-03,3,4,2004,"NorthSolitary",25.5849990844727,23.7204002380371,1.8645988464356
2004-04-04,4,4,2004,"CapeByron",NA,25.0508330663045,NA
